qid,self_confidence,perceived_confidence,flipped
133.0,0.6915428628992417,0.2544043867857888,1.0
133.0,0.6915428628992417,0.03038427105390138,1.0
133.0,0.6915428628992417,0.023663294089832216,1.0
134.0,0.9987161839333787,0.0005523743345040666,1.0
134.0,0.9987161839333787,0.0003796409579839432,0.0
134.0,0.9987161839333787,0.0002956646753638733,1.0
135.0,0.9943521034527553,0.0052178811379356696,0.0
135.0,0.9943521034527553,0.0004283097660271169,0.0
135.0,0.9943521034527553,1.5447262129489226e-06,0.0
136.0,0.8074081892461022,0.18015711320253608,1.0
136.0,0.8074081892461022,0.010163770042647817,0.0
136.0,0.8074081892461022,0.002267843637327821,0.0
137.0,1.0,2.061153622438558e-09,0.0
137.0,1.0,3.775134544279098e-11,0.0
137.0,1.0,6.560200168153779e-12,0.0
138.0,0.9998763263659391,0.0001233945049762016,0.0
138.0,0.9998763263659391,1.8551613497928757e-07,1.0
138.0,0.9998763263659391,1.0466104151193076e-08,0.0
139.0,0.505151581538421,0.2703881571528824,1.0
139.0,0.505151581538421,0.2105785085238989,1.0
139.0,0.505151581538421,0.01346183527080702,1.0
140.0,0.5575994020280054,0.4342588509395577,1.0
140.0,0.5575994020280054,0.004824179784245097,1.0
140.0,0.5575994020280054,0.003315607044671801,0.0
141.0,0.9888575690338611,0.01098521285582518,1.0
141.0,0.9888575690338611,0.00015669572043396028,0.0
141.0,0.9888575690338611,3.024939016409194e-07,0.0
142.0,0.9980683518023405,0.0019267250653760375,1.0
142.0,0.9980683518023405,4.77587622695319e-06,1.0
142.0,0.9980683518023405,1.442189656028413e-07,1.0
143.0,0.9901014022038738,0.007559518534023706,0.0
143.0,0.9901014022038738,0.0013136473462440272,0.0
143.0,0.9901014022038738,0.0010230695819345213,0.0
144.0,0.6776463545518321,0.3200974629375164,1.0
144.0,0.6776463545518321,0.0019033693167810335,1.0
